hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
138,Ellis-Sanchez Hospital,340 Mitchell Wells Apt. 503,Montreal,Quebec,B8L 4Z7,Canada,514-477-1507,ellissanchez@hospital.ca,Clinic,7 AM - 7 PM,Pending,418-717-0566
139,Green Group Hospital,96427 Brian Forge Apt. 737,Kirkland,Quebec,S3S 4Q3,Canada,450-197-9708,greengroup@clinic.ca,General,8 AM - 6 PM,Accredited,514-751-2467
140,"Reilly, Turner and Huff Hospital",6670 Kathy Port,Quebec City,Quebec,H5Q 3L1,Canada,438-388-0653,reillyturnerandhuff@medcenter.ca,General,9 AM - 5 PM,Accredited,450-090-9649
141,Perry-Morrison Hospital,28156 Campbell Mission,Repentigny,Quebec,O0A 3P4,Canada,450-650-9700,perrymorrison@medcenter.ca,Specialized,10 AM - 8 PM,Pending,514-110-2904
142,Medina-Stuart Hospital,84995 Michael Mews Suite 817,Longueuil,Quebec,L3B 0J2,Canada,514-061-7517,medinastuart@medcenter.ca,Specialized,7 AM - 7 PM,Pending,
143,"Martin, Solis and Mathews Hospital",223 Jacqueline Island Suite 361,Mascouche,Quebec,L2C 9M1,Canada,438-343-5759,martinsolisandmathews@hospital.ca,Specialized,8 AM - 6 PM,Pending,450-311-3944
144,Harrison Group Hospital,070 James Stream,Sherbrooke,Quebec,Z5I 2L8,Canada,514-495-1665,harrisongroup@clinic.ca,General,24/7,Certified,418-313-9423
145,Meyers-James Hospital,389 Francis Via,Granby,Quebec,W2B 7Z7,Canada,514-718-6533,meyersjames@clinic.ca,Specialized,7 AM - 7 PM,Pending,514-932-0069
146,Tucker Ltd Hospital,70232 Courtney Lake Suite 296,Dollard-Des Ormeaux,Quebec,J3X 8R6,Canada,438-506-6823,tuckerltd@medcenter.ca,General,24/7,Accredited,
147,"Ray, Hughes and Baker Hospital",52883 Robert Views Apt. 880,Kirkland,Quebec,X3K 9C0,Canada,438-197-6224,rayhughesandbaker@healthcare.com,Clinic,8 AM - 6 PM,Accredited,
148,"Petersen, Davidson and Lopez Hospital",113 Jacqueline River,Blainville,Quebec,U5C 2C4,Canada,418-472-9934,petersendavidsonandlopez@hospital.ca,Clinic,9 AM - 5 PM,Pending,450-345-0791
149,Willis-Leonard Hospital,311 Dennis Flat Suite 678,Granby,Quebec,E3W 9E1,Canada,418-023-4130,willisleonard@healthcare.com,General,10 AM - 8 PM,Pending,514-955-2037
150,Bailey Inc Hospital,676 Arnold Pike Apt. 047,Blainville,Quebec,V6O 8D4,Canada,418-770-4098,baileyinc@clinic.ca,Clinic,9 AM - 5 PM,Accredited,418-868-2376
151,Stewart-Warren Hospital,1149 Cindy Villages Suite 019,Laval,Quebec,C1O 2N8,Canada,514-558-5588,stewartwarren@healthcare.com,Specialized,10 AM - 8 PM,Certified,450-430-8094
152,Garcia LLC Hospital,73256 Washington Squares,Longueuil,Quebec,V4A 5O7,Canada,418-963-2005,garciallc@clinic.ca,Specialized,7 AM - 7 PM,Pending,450-113-1608
153,Campbell-Jimenez Hospital,9192 Boyd Track,Brossard,Quebec,Q2G 8B4,Canada,450-700-5709,campbelljimenez@hospital.ca,Clinic,7 AM - 7 PM,Certified,438-206-4454
154,"Dean, Cook and Fitzgerald Hospital",4166 Kenneth Isle,Montreal,Quebec,T9G 9F4,Canada,450-927-0032,deancookandfitzgerald@clinic.ca,General,7 AM - 7 PM,Accredited,514-387-4348
155,Ford-Ball Hospital,5723 King Plains Suite 097,Trois-Rivières,Quebec,Y0G 6Y9,Canada,438-795-7810,fordball@clinic.ca,General,7 AM - 7 PM,Certified,450-320-2686
156,Jones LLC Hospital,275 Green Extensions,Longueuil,Quebec,O0N 0C6,Canada,418-038-6018,jonesllc@medcenter.ca,Specialized,7 AM - 7 PM,Certified,
157,Walker-Castillo Hospital,3740 Cole Lodge,Trois-Rivières,Quebec,E2R 1T2,Canada,514-346-6272,walkercastillo@healthcare.com,Clinic,10 AM - 8 PM,Pending,514-442-8221
158,"Steele, Becker and Douglas Hospital",376 Benjamin Throughway Apt. 564,Mascouche,Quebec,L4X 9P9,Canada,514-327-6689,steelebeckeranddouglas@healthcare.com,General,7 AM - 7 PM,Certified,514-622-3386
159,"Johnson, Hicks and Tran Hospital",02658 Mary Plaza,Mascouche,Quebec,Y9K 6Z7,Canada,450-304-3833,johnsonhicksandtran@medcenter.ca,Clinic,24/7,Pending,450-786-0633
160,Mathis-Peck Hospital,046 Daniel Forge Suite 843,Laval,Quebec,Y3G 3Q1,Canada,450-610-2376,mathispeck@medcenter.ca,Specialized,10 AM - 8 PM,Accredited,438-479-0338
161,Chapman LLC Hospital,516 Hall Drive Apt. 657,Kirkland,Quebec,I2E 0O3,Canada,438-854-9847,chapmanllc@hospital.ca,General,7 AM - 7 PM,Accredited,450-363-7033
162,Martin-Ross Hospital,20189 Patrick Forges,Beaconsfield,Quebec,D5O 1Z4,Canada,514-585-3315,martinross@hospital.ca,Clinic,24/7,Accredited,450-257-1728
163,Paul Inc Hospital,008 Kristen Pine Suite 209,Dollard-Des Ormeaux,Quebec,X4H 6Q2,Canada,418-805-8051,paulinc@clinic.ca,Clinic,8 AM - 6 PM,Accredited,450-983-7483
164,Campbell and Sons Hospital,928 Shelby Port,Kirkland,Quebec,E5I 3K6,Canada,514-351-5765,campbellandsons@hospital.ca,General,9 AM - 5 PM,Certified,
165,Sloan PLC Hospital,7533 Kimberly Way Suite 605,Repentigny,Quebec,J4O 9R1,Canada,438-018-8745,sloanplc@medcenter.ca,General,8 AM - 6 PM,Accredited,514-142-0601
166,Holmes-Mitchell Hospital,659 Jonathan Vista Apt. 453,Quebec City,Quebec,L8W 6X1,Canada,418-987-0849,holmesmitchell@healthcare.com,Clinic,8 AM - 6 PM,Accredited,438-724-3244
167,Watkins LLC Hospital,77006 Barker Views,Pointe-Claire,Quebec,J5K 2T9,Canada,514-853-8604,watkinsllc@clinic.ca,General,8 AM - 6 PM,Accredited,418-265-2043
168,Morales-Willis Hospital,02746 Cathy Mountain,Brossard,Quebec,J2W 3I9,Canada,514-812-1812,moraleswillis@medcenter.ca,Clinic,9 AM - 5 PM,Certified,438-005-6052
169,Parker LLC Hospital,26027 Julie Harbor,Laval,Quebec,X0M 3C4,Canada,418-390-6205,parkerllc@hospital.ca,General,24/7,Pending,438-625-8609
170,Arroyo Group Hospital,3006 Franklin Hills Suite 700,Blainville,Quebec,N3R 6P1,Canada,514-382-4706,arroyogroup@medcenter.ca,General,24/7,Pending,
171,Allen Group Hospital,938 Paul Lakes,Beaconsfield,Quebec,J3E 0R3,Canada,450-992-9215,allengroup@clinic.ca,General,8 AM - 6 PM,Pending,
172,Lopez Ltd Hospital,56011 Bauer Burg Suite 599,Drummondville,Quebec,X9D 2M1,Canada,450-261-6001,lopezltd@medcenter.ca,Clinic,7 AM - 7 PM,Pending,
173,"Douglas, Lopez and Garcia Hospital",325 Andrea Loaf,Quebec City,Quebec,O3P 8O2,Canada,438-285-8987,douglaslopezandgarcia@clinic.ca,Specialized,9 AM - 5 PM,Certified,450-509-2651
174,Preston PLC Hospital,7614 Jacobson Mountains Apt. 107,Dorval,Quebec,I6R 0S3,Canada,438-350-8796,prestonplc@hospital.ca,Clinic,24/7,Pending,
175,Hall-Scott Hospital,07653 Heather Loop,Granby,Quebec,P4E 7J2,Canada,418-016-2365,hallscott@hospital.ca,Clinic,9 AM - 5 PM,Certified,418-349-2660
176,"Wyatt, Cardenas and Evans Hospital",92063 Benjamin Prairie,Granby,Quebec,J6V 9F1,Canada,418-995-0932,wyattcardenasandevans@hospital.ca,General,10 AM - 8 PM,Certified,450-542-7580
177,Alexander-Reed Hospital,838 Tanner Shore,Brossard,Quebec,X8N 2H8,Canada,450-952-8466,alexanderreed@medcenter.ca,Clinic,24/7,Certified,438-989-8271
178,Turner-White Hospital,587 Patricia Plaza,Quebec City,Quebec,Y9C 8Z1,Canada,450-565-7142,turnerwhite@clinic.ca,Clinic,24/7,Pending,
179,Mckee LLC Hospital,806 Katherine Shoals Suite 207,Mascouche,Quebec,C0U 0S5,Canada,450-088-8495,mckeellc@hospital.ca,Clinic,7 AM - 7 PM,Accredited,
180,"Pearson, Beck and Brown Hospital",8271 Fernando Freeway Apt. 401,Kirkland,Quebec,P2E 8Z0,Canada,450-974-8154,pearsonbeckandbrown@hospital.ca,Specialized,7 AM - 7 PM,Pending,418-715-9527
181,Johnson Ltd Hospital,090 Michael Passage Suite 796,Brossard,Quebec,O0U 6U9,Canada,418-872-7164,johnsonltd@hospital.ca,Specialized,10 AM - 8 PM,Pending,450-700-3250
182,"Ingram, Mccoy and Trevino Hospital",2365 Robert Plaza,Longueuil,Quebec,K4X 1N2,Canada,450-398-9538,ingrammccoyandtrevino@healthcare.com,Specialized,7 AM - 7 PM,Pending,450-978-5661
183,Dominguez-Reynolds Hospital,291 Taylor Shores Apt. 917,Brossard,Quebec,G7Q 8C6,Canada,450-877-8092,dominguezreynolds@hospital.ca,Specialized,10 AM - 8 PM,Pending,418-686-5710
184,Williamson and Sons Hospital,36086 Dustin Courts,Blainville,Quebec,N5P 6K3,Canada,438-338-2123,williamsonandsons@hospital.ca,Clinic,24/7,Accredited,514-488-1205
185,Garcia-Webb Hospital,3325 Anthony Tunnel,Dollard-Des Ormeaux,Quebec,N0Z 7B3,Canada,418-765-5669,garciawebb@medcenter.ca,Specialized,7 AM - 7 PM,Accredited,450-749-6455
186,Collins PLC Hospital,19796 Alex Stream Apt. 971,Quebec City,Quebec,G7E 9P7,Canada,450-011-7217,collinsplc@clinic.ca,General,10 AM - 8 PM,Certified,438-607-1834
187,Hill and Sons Hospital,454 Benson Cove,Sherbrooke,Quebec,Y3M 3I6,Canada,438-811-7961,hillandsons@healthcare.com,Specialized,7 AM - 7 PM,Pending,514-102-4047
188,"Sanders, Gonzalez and Andersen Hospital",172 Catherine Coves,Gatineau,Quebec,U4K 7N7,Canada,438-078-4369,sandersgonzalezandandersen@medcenter.ca,Specialized,8 AM - 6 PM,Certified,418-102-7783
189,Herrera-Davis Hospital,5910 Ortiz Throughway Apt. 765,Longueuil,Quebec,L5Y 7I0,Canada,418-978-9697,herreradavis@healthcare.com,Clinic,8 AM - 6 PM,Pending,418-731-8456
190,"Herrera, Wiley and Shelton Hospital",584 Kelsey Circle,Laval,Quebec,Y4Q 7H1,Canada,514-600-9316,herrerawileyandshelton@clinic.ca,Clinic,9 AM - 5 PM,Certified,
191,"Herring, Brooks and Carrillo Hospital",9484 Nicole Field,Kirkland,Quebec,C2I 8G6,Canada,450-947-1923,herringbrooksandcarrillo@medcenter.ca,Specialized,10 AM - 8 PM,Accredited,418-287-1418
192,Freeman Group Hospital,092 Weaver Gateway Apt. 655,Dollard-Des Ormeaux,Quebec,F8Z 6U1,Canada,450-131-9989,freemangroup@clinic.ca,Specialized,10 AM - 8 PM,Accredited,
193,"Hill, Deleon and Brown Hospital",30782 Nathan Branch Apt. 752,Sherbrooke,Quebec,P8R 8Y7,Canada,438-472-5131,hilldeleonandbrown@healthcare.com,General,8 AM - 6 PM,Certified,418-065-2880
194,Wright-Martinez Hospital,329 Nicholas Parkways,Sherbrooke,Quebec,G5O 3L0,Canada,450-315-9719,wrightmartinez@clinic.ca,Specialized,9 AM - 5 PM,Certified,
195,Flores-Young Hospital,4412 Mendoza Course Apt. 505,Longueuil,Quebec,Y3Q 6Y2,Canada,438-403-2977,floresyoung@clinic.ca,Clinic,9 AM - 5 PM,Certified,450-058-9502
196,"Ward, Harris and Stewart Hospital",851 Paula Groves,Mascouche,Quebec,C8T 5R2,Canada,418-744-1924,wardharrisandstewart@medcenter.ca,General,24/7,Accredited,418-920-8331
197,Wheeler Group Hospital,81550 Kelsey Roads Suite 703,Blainville,Quebec,Y3H 8J6,Canada,514-130-2115,wheelergroup@hospital.ca,Clinic,7 AM - 7 PM,Pending,418-035-5093
198,Stanley Ltd Hospital,3560 Daniel Motorway,Repentigny,Quebec,A9D 9L9,Canada,418-607-3452,stanleyltd@healthcare.com,General,10 AM - 8 PM,Pending,
199,Brady-Lawson Hospital,5662 Garcia Well Apt. 181,Brossard,Quebec,V6S 3V3,Canada,438-931-8190,bradylawson@clinic.ca,Specialized,8 AM - 6 PM,Certified,514-904-2029
200,"Dunn, Moran and Porter Hospital",350 Ray Squares Suite 411,Pointe-Claire,Quebec,X3C 6P5,Canada,438-404-2791,dunnmoranandporter@clinic.ca,Specialized,7 AM - 7 PM,Pending,418-058-1082
201,"Barnes, Sanchez and Herrera Hospital",827 Karen Lake,Montreal,Quebec,K8S 0B6,Canada,418-071-1091,barnessanchezandherrera@healthcare.com,General,10 AM - 8 PM,Certified,514-517-5678
202,Maldonado Ltd Hospital,453 James Estate,Brossard,Quebec,I2W 7B5,Canada,450-866-6189,maldonadoltd@healthcare.com,Clinic,7 AM - 7 PM,Pending,514-205-3436
203,"Bryant, Whitehead and Harris Hospital",1174 Suarez Inlet Apt. 185,Kirkland,Quebec,P4D 4M4,Canada,438-065-7295,bryantwhiteheadandharris@healthcare.com,Clinic,10 AM - 8 PM,Pending,450-028-6071
204,Miller and Sons Hospital,8188 Gray Valley Apt. 140,Dollard-Des Ormeaux,Quebec,X1Z 0K1,Canada,418-546-1889,millerandsons@clinic.ca,General,8 AM - 6 PM,Accredited,438-807-6424
205,Davis-Burch Hospital,5900 Coleman Shores Apt. 864,Brossard,Quebec,I0R 0X4,Canada,514-911-9104,davisburch@medcenter.ca,Specialized,9 AM - 5 PM,Accredited,
206,"Morrison, Becker and Garcia Hospital",47887 Joshua Port Suite 676,Gatineau,Quebec,J4S 7N4,Canada,418-245-3247,morrisonbeckerandgarcia@healthcare.com,Clinic,24/7,Certified,438-215-4262
207,Gates LLC Hospital,089 Jose Station Apt. 495,Laval,Quebec,Q4K 8S9,Canada,514-354-6090,gatesllc@medcenter.ca,Clinic,9 AM - 5 PM,Certified,450-570-7891
208,Nash-Lee Hospital,4392 David Mission,Brossard,Quebec,O1T 0P9,Canada,450-765-6145,nashlee@clinic.ca,Clinic,7 AM - 7 PM,Pending,514-027-1250
209,Miller PLC Hospital,32922 Michele Forge Apt. 735,Brossard,Quebec,P4R 4M5,Canada,450-777-4258,millerplc@medcenter.ca,General,8 AM - 6 PM,Pending,450-076-4100
210,Todd and Sons Hospital,4005 Carmen Court Apt. 721,Laval,Quebec,D5N 8B7,Canada,438-810-0613,toddandsons@clinic.ca,Clinic,24/7,Certified,514-517-7193
211,Cummings-Espinoza Hospital,460 Anderson Camp,Montreal,Quebec,A6X 6V8,Canada,450-910-0900,cummingsespinoza@clinic.ca,Specialized,7 AM - 7 PM,Pending,418-811-3250
212,Hall-Clark Hospital,9064 Hernandez Expressway Apt. 822,Granby,Quebec,W0Y 2A4,Canada,418-953-2335,hallclark@medcenter.ca,General,9 AM - 5 PM,Accredited,514-649-5996
213,Smith-Moon Hospital,76403 Gonzalez Plains,Sherbrooke,Quebec,R9M 0L7,Canada,438-611-8358,smithmoon@medcenter.ca,Specialized,7 AM - 7 PM,Accredited,514-230-9561
214,Madden-Morgan Hospital,409 Rodriguez Viaduct,Longueuil,Quebec,U8M 2F1,Canada,418-802-8670,maddenmorgan@medcenter.ca,Clinic,24/7,Certified,450-732-8379
215,"Norman, Diaz and Dodson Hospital",770 Patricia Mountain Suite 251,Laval,Quebec,Z9Y 4Y1,Canada,514-778-6503,normandiazanddodson@healthcare.com,Clinic,9 AM - 5 PM,Accredited,450-801-4038
216,Lewis Ltd Hospital,09898 Garner Summit Suite 604,Pointe-Claire,Quebec,Z6V 0H7,Canada,418-354-7980,lewisltd@hospital.ca,Clinic,9 AM - 5 PM,Pending,450-306-5917
217,"Butler, Morales and Ross Hospital",7719 Green Mountains Apt. 877,Pointe-Claire,Quebec,Q7Y 6J4,Canada,450-871-2996,butlermoralesandross@clinic.ca,General,8 AM - 6 PM,Pending,
218,Norman LLC Hospital,11026 Phelps Lane,Quebec City,Quebec,P5M 9Y1,Canada,450-362-0227,normanllc@clinic.ca,Specialized,9 AM - 5 PM,Certified,450-002-3413
219,Hess-Brown Hospital,451 Dodson Glens Apt. 162,Repentigny,Quebec,U4L 9R2,Canada,450-028-9228,hessbrown@medcenter.ca,Specialized,24/7,Pending,514-172-6171
220,"Greene, Perez and Leach Hospital",753 Davidson Vista,Dorval,Quebec,D0A 0Y5,Canada,514-073-4456,greeneperezandleach@clinic.ca,Specialized,10 AM - 8 PM,Accredited,450-149-1984
221,Hall LLC Hospital,9957 Odom Fields,Beaconsfield,Quebec,W2W 8K4,Canada,514-662-5358,hallllc@medcenter.ca,Specialized,24/7,Accredited,418-198-5498
222,Parks-Hendricks Hospital,072 Strickland Prairie,Gatineau,Quebec,J7S 4I2,Canada,418-685-6430,parkshendricks@clinic.ca,Clinic,9 AM - 5 PM,Certified,
223,Hernandez-Melendez Hospital,3024 Francisco Pine,Dollard-Des Ormeaux,Quebec,S6B 2B8,Canada,450-727-9958,hernandezmelendez@hospital.ca,General,7 AM - 7 PM,Pending,514-964-5700
224,"Salazar, Garrison and Jackson Hospital",82272 Matthew Road,Mascouche,Quebec,X9U 4X7,Canada,450-393-9706,salazargarrisonandjackson@clinic.ca,General,24/7,Certified,450-865-8487
225,Murillo Group Hospital,1939 Colon Turnpike,Kirkland,Quebec,D5R 6Q0,Canada,450-831-5888,murillogroup@clinic.ca,General,8 AM - 6 PM,Pending,438-058-7602
226,"Wallace, Alexander and King Hospital",1996 Wilson Springs,Beaconsfield,Quebec,D6M 8R6,Canada,418-145-1620,wallacealexanderandking@hospital.ca,Clinic,24/7,Accredited,450-925-6723
227,"Lopez, Roberts and Lowe Hospital",637 Michelle Path Apt. 412,Granby,Quebec,M7L 0N3,Canada,418-121-5027,lopezrobertsandlowe@medcenter.ca,Clinic,7 AM - 7 PM,Certified,438-531-9110
228,Kirk PLC Hospital,3363 Smith Crossing,Pointe-Claire,Quebec,P3R 0Q7,Canada,418-404-6335,kirkplc@hospital.ca,Clinic,7 AM - 7 PM,Certified,450-870-0791
229,"Porter, Jacobs and Evans Hospital",46575 Kelly Place Apt. 421,Beaconsfield,Quebec,F5X 2H9,Canada,450-061-2709,porterjacobsandevans@medcenter.ca,Clinic,7 AM - 7 PM,Accredited,
230,Hudson PLC Hospital,465 King Wall,Trois-Rivières,Quebec,E7G 7B8,Canada,418-974-6508,hudsonplc@hospital.ca,Clinic,8 AM - 6 PM,Pending,418-522-6479
231,"Williams, Aguilar and Huff Hospital",4212 Hunt Skyway Apt. 638,Quebec City,Quebec,C7G 0Z5,Canada,418-487-5731,williamsaguilarandhuff@hospital.ca,General,9 AM - 5 PM,Certified,514-110-5994
232,"Walker, Whitehead and Jenkins Hospital",44658 Wilson Pine,Repentigny,Quebec,E4R 8C3,Canada,418-375-8463,walkerwhiteheadandjenkins@hospital.ca,General,9 AM - 5 PM,Certified,438-057-1403
233,"Jackson, Stephens and Erickson Hospital",504 Mathew Mills Apt. 441,Laval,Quebec,K4J 1B9,Canada,438-303-6645,jacksonstephensanderickson@medcenter.ca,Clinic,9 AM - 5 PM,Certified,450-468-5697
234,Wright PLC Hospital,26589 Saunders Burg,Pointe-Claire,Quebec,P3X 4D4,Canada,438-416-4303,wrightplc@medcenter.ca,General,7 AM - 7 PM,Pending,438-777-8953
235,"Valencia, Morris and Calhoun Hospital",44072 Ronald Course Suite 435,Repentigny,Quebec,W0L 1T4,Canada,514-641-6837,valenciamorrisandcalhoun@medcenter.ca,General,24/7,Certified,514-943-8035
236,Clark-Clarke Hospital,469 Gonzalez Views Suite 607,Laval,Quebec,H7G 6P8,Canada,450-408-8595,clarkclarke@hospital.ca,General,7 AM - 7 PM,Accredited,438-397-1961
237,Mahoney-Brown Hospital,56661 Cory Rue Apt. 934,Dollard-Des Ormeaux,Quebec,C6W 3O6,Canada,514-012-7628,mahoneybrown@clinic.ca,Specialized,10 AM - 8 PM,Pending,438-685-0732
238,Warren-Livingston Hospital,66518 Moore Lights,Longueuil,Quebec,X6P 3A6,Canada,450-041-6198,warrenlivingston@hospital.ca,Specialized,8 AM - 6 PM,Certified,450-504-6834
239,Jones-Wells Hospital,343 Sheppard Freeway Apt. 315,Kirkland,Quebec,R9D 9M3,Canada,438-394-7470,joneswells@clinic.ca,General,10 AM - 8 PM,Pending,450-563-9822
240,Burke-Frye Hospital,572 George Prairie,Drummondville,Quebec,O9P 2S8,Canada,438-257-8094,burkefrye@healthcare.com,General,8 AM - 6 PM,Accredited,438-521-1949
241,Smith-Nelson Hospital,9986 Bryan Ford,Pointe-Claire,Quebec,J7L 0C5,Canada,438-831-7780,smithnelson@medcenter.ca,General,8 AM - 6 PM,Certified,514-548-6855
242,Jones-Miller Hospital,859 Roberts Valley,Repentigny,Quebec,O9E 6G2,Canada,418-648-1039,jonesmiller@hospital.ca,Clinic,8 AM - 6 PM,Certified,
243,"Rodriguez, Robinson and Williams Hospital",297 Liu Trafficway Suite 768,Quebec City,Quebec,H8N 2A7,Canada,418-283-1840,rodriguezrobinsonandwilliams@hospital.ca,Specialized,7 AM - 7 PM,Accredited,438-431-2209
244,Jones PLC Hospital,55241 Steve Field,Beaconsfield,Quebec,H9A 0L6,Canada,418-604-8391,jonesplc@clinic.ca,Specialized,9 AM - 5 PM,Accredited,450-495-6193
245,Stewart-Adams Hospital,630 Tammy Common,Mascouche,Quebec,R7T 5L3,Canada,418-288-7522,stewartadams@hospital.ca,Specialized,24/7,Pending,418-385-4108
246,Reeves Inc Hospital,1346 Lewis Fork,Trois-Rivières,Quebec,L4I 1L9,Canada,514-948-4220,reevesinc@medcenter.ca,Clinic,9 AM - 5 PM,Certified,418-118-1131
247,"Elliott, Myers and Wyatt Hospital",78118 Anna Avenue Suite 793,Longueuil,Quebec,V8T 9H0,Canada,418-396-1561,elliottmyersandwyatt@healthcare.com,Clinic,10 AM - 8 PM,Certified,
248,Herrera PLC Hospital,044 Zachary Ramp Suite 741,Repentigny,Quebec,I4L 7N0,Canada,438-942-2592,herreraplc@healthcare.com,Specialized,8 AM - 6 PM,Pending,418-040-0534
249,Ross-Sharp Hospital,472 Jennifer Courts Apt. 857,Laval,Quebec,J5C 3M8,Canada,418-481-8997,rosssharp@medcenter.ca,Clinic,10 AM - 8 PM,Pending,514-001-2193
250,Perez-Dyer Hospital,626 Monica Ville Apt. 566,Sherbrooke,Quebec,R4A 3G2,Canada,418-654-3373,perezdyer@clinic.ca,Specialized,24/7,Certified,
251,"Hopkins, Wilson and Heath Hospital",53046 Mitchell View,Longueuil,Quebec,F3K 3J0,Canada,418-302-7148,hopkinswilsonandheath@hospital.ca,General,10 AM - 8 PM,Certified,
252,Hayden LLC Hospital,757 Gardner Meadow Apt. 405,Mascouche,Quebec,L3O 8Y0,Canada,514-084-0087,haydenllc@medcenter.ca,Clinic,7 AM - 7 PM,Pending,
253,Manning-Hartman Hospital,15677 Nathan Loop,Pointe-Claire,Quebec,I5J 3M0,Canada,450-894-5881,manninghartman@healthcare.com,Clinic,24/7,Pending,450-105-4977
254,Lynch PLC Hospital,9798 Jones Fork,Longueuil,Quebec,P5T 0E3,Canada,514-253-7494,lynchplc@hospital.ca,General,9 AM - 5 PM,Certified,438-780-8149
255,"Harris, Smith and Stark Hospital",35574 Bartlett Way Apt. 442,Sherbrooke,Quebec,U6A 8D4,Canada,418-975-3117,harrissmithandstark@medcenter.ca,Clinic,8 AM - 6 PM,Pending,450-266-7181
256,Holmes Ltd Hospital,497 Toni Wall,Blainville,Quebec,L4H 3I5,Canada,438-917-5187,holmesltd@healthcare.com,General,24/7,Pending,418-582-0781
257,"Moore, Hunt and Medina Hospital",29250 Joseph Mills,Dorval,Quebec,F8S 1Y4,Canada,418-426-9732,moorehuntandmedina@hospital.ca,Specialized,10 AM - 8 PM,Accredited,450-123-8911
258,"Robinson, Stein and Avery Hospital",810 Morales Knoll,Quebec City,Quebec,T4P 8T1,Canada,450-619-5747,robinsonsteinandavery@medcenter.ca,General,9 AM - 5 PM,Certified,438-167-0913
259,Cruz Ltd Hospital,061 Alan Canyon,Sherbrooke,Quebec,C6I 4H2,Canada,450-943-5309,cruzltd@healthcare.com,General,10 AM - 8 PM,Accredited,514-935-8103
260,Pena-Lewis Hospital,34152 Thomas Greens,Sherbrooke,Quebec,E6H 3Q8,Canada,418-690-0860,penalewis@medcenter.ca,General,8 AM - 6 PM,Certified,
261,Romero and Sons Hospital,7448 Taylor Loop,Mascouche,Quebec,M1H 3M1,Canada,514-088-0452,romeroandsons@clinic.ca,General,24/7,Certified,418-340-2815
262,Schneider Group Hospital,5069 Veronica Glen,Montreal,Quebec,R7N 9U7,Canada,514-319-2002,schneidergroup@healthcare.com,Specialized,9 AM - 5 PM,Accredited,450-029-1079
263,"Griffith, Watson and Zavala Hospital",889 David Rest Suite 860,Granby,Quebec,T7K 7O6,Canada,450-234-1111,griffithwatsonandzavala@clinic.ca,General,9 AM - 5 PM,Pending,438-988-8781
264,Rogers-Dawson Hospital,5476 Jessica Ports,Brossard,Quebec,I6M 8S2,Canada,450-438-2608,rogersdawson@clinic.ca,Specialized,24/7,Accredited,438-550-4468
265,Contreras PLC Hospital,2095 Katie Crossroad,Dollard-Des Ormeaux,Quebec,F6S 0Q3,Canada,514-263-3822,contrerasplc@clinic.ca,General,8 AM - 6 PM,Pending,514-659-4861
266,"Burns, Harrell and Wilson Hospital",63926 Hamilton Well Apt. 923,Quebec City,Quebec,Q2K 7O6,Canada,514-017-6395,burnsharrellandwilson@clinic.ca,Clinic,7 AM - 7 PM,Pending,514-045-0206
267,Hoover Inc Hospital,676 Ferguson Village Apt. 580,Laval,Quebec,R2J 6G5,Canada,418-555-6045,hooverinc@medcenter.ca,Clinic,24/7,Pending,418-502-0186
268,"Lopez, Stephens and Carter Hospital",66469 Dana Wells,Brossard,Quebec,C6F 1T3,Canada,450-121-0961,lopezstephensandcarter@medcenter.ca,General,24/7,Pending,418-511-2081
269,Miranda PLC Hospital,49720 Lopez Spurs,Montreal,Quebec,Q3X 0E7,Canada,450-202-4690,mirandaplc@clinic.ca,Clinic,9 AM - 5 PM,Accredited,438-539-3207
270,Cowan and Sons Hospital,922 Berry Summit,Beaconsfield,Quebec,H8U 5R3,Canada,514-282-8458,cowanandsons@hospital.ca,Specialized,8 AM - 6 PM,Accredited,418-171-1898
271,"Drake, Alvarez and Ford Hospital",132 Evans Passage Suite 926,Trois-Rivières,Quebec,A4R 6B6,Canada,450-332-3457,drakealvarezandford@hospital.ca,General,24/7,Certified,514-349-4016
272,Rhodes LLC Hospital,036 Ryan Square,Blainville,Quebec,V7K 9N9,Canada,514-530-5579,rhodesllc@healthcare.com,General,10 AM - 8 PM,Pending,418-486-5996
273,Haas and Sons Hospital,909 Robert Ports,Granby,Quebec,Q9M 9G4,Canada,418-327-6097,haasandsons@clinic.ca,Clinic,10 AM - 8 PM,Accredited,514-278-1327
274,Williams-Page Hospital,4788 Neal Mews,Kirkland,Quebec,H7T 5U2,Canada,438-521-1771,williamspage@healthcare.com,Specialized,8 AM - 6 PM,Pending,
275,Jones PLC Hospital,880 Kelly Squares,Dollard-Des Ormeaux,Quebec,M5A 1W6,Canada,514-415-4566,jonesplc@healthcare.com,General,8 AM - 6 PM,Pending,450-488-5146
276,Burton PLC Hospital,828 Randy Crossing,Brossard,Quebec,P0P 7C5,Canada,438-903-4061,burtonplc@medcenter.ca,General,7 AM - 7 PM,Certified,438-090-8877
277,Ward-Williams Hospital,34122 Danielle Fields Suite 374,Gatineau,Quebec,N0A 2Y4,Canada,418-892-5960,wardwilliams@hospital.ca,Clinic,10 AM - 8 PM,Accredited,450-106-8408
