hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
139,"Nguyen, Perez and Wu Hospital",48178 Derek Pine Apt. 726,Montreal,Quebec,H1U 4L2,Canada,418-836-6321,nguyenperezandwu@healthcare.com,General,10 AM - 8 PM,Certified,
140,James LLC Hospital,0460 Christopher Ferry Suite 386,Dorval,Quebec,F5M 5B9,Canada,514-922-5455,jamesllc@hospital.ca,Specialized,10 AM - 8 PM,Pending,514-154-3606
141,"White, Reyes and Harvey Hospital",998 Stacy Lane Apt. 863,Beaconsfield,Quebec,Y6S 4A8,Canada,450-319-4755,whitereyesandharvey@healthcare.com,Clinic,7 AM - 7 PM,Certified,438-976-1538
142,"Crosby, Lopez and Gordon Hospital",6913 Lewis Walk Apt. 961,Gatineau,Quebec,J8M 2U4,Canada,438-346-8298,crosbylopezandgordon@hospital.ca,Clinic,24/7,Certified,514-137-4211
143,Olson-Kelly Hospital,328 Scott Shoals Apt. 305,Sherbrooke,Quebec,O5K 6R1,Canada,418-281-0354,olsonkelly@medcenter.ca,Clinic,9 AM - 5 PM,Pending,514-301-0468
144,Boone-Shaffer Hospital,148 Timothy Springs,Drummondville,Quebec,L8V 0P7,Canada,438-913-1956,booneshaffer@medcenter.ca,Clinic,10 AM - 8 PM,Certified,450-101-9898
145,Powell Group Hospital,9376 Tina Stravenue,Laval,Quebec,D8W 3C8,Canada,450-513-7816,powellgroup@hospital.ca,Clinic,7 AM - 7 PM,Pending,450-532-3507
146,Ruiz Group Hospital,56173 Good Park Apt. 510,Sherbrooke,Quebec,H8Y 7O8,Canada,418-399-0389,ruizgroup@medcenter.ca,General,8 AM - 6 PM,Certified,450-092-1509
147,Wilkins-Morgan Hospital,856 King Drive,Quebec City,Quebec,T6M 4E8,Canada,438-060-1502,wilkinsmorgan@hospital.ca,General,10 AM - 8 PM,Accredited,
148,Baker-Medina Hospital,6320 Roberts Pines,Laval,Quebec,Z9F 1Z9,Canada,514-887-7963,bakermedina@hospital.ca,Clinic,10 AM - 8 PM,Accredited,438-054-5324
149,Jackson-Hall Hospital,777 Cooper Spurs,Sherbrooke,Quebec,A0J 0C5,Canada,418-641-9539,jacksonhall@medcenter.ca,General,7 AM - 7 PM,Pending,514-854-5532
150,Huerta-Smith Hospital,08210 Jessica Harbors Apt. 048,Gatineau,Quebec,Y9D 9C0,Canada,438-527-5078,huertasmith@clinic.ca,Clinic,10 AM - 8 PM,Certified,418-011-0206
151,Lee-Lopez Hospital,3574 Peters Harbors,Gatineau,Quebec,J1G 9F7,Canada,514-945-1240,leelopez@clinic.ca,Clinic,10 AM - 8 PM,Accredited,514-039-8725
152,"Hunter, Mitchell and Barrett Hospital",12670 Hernandez Courts,Quebec City,Quebec,W9L 8O0,Canada,438-093-8239,huntermitchellandbarrett@clinic.ca,General,9 AM - 5 PM,Accredited,418-535-7149
153,"Erickson, Davis and Harper Hospital",296 Gutierrez Hill Suite 124,Quebec City,Quebec,W5F 5O3,Canada,438-636-0730,ericksondavisandharper@clinic.ca,Clinic,8 AM - 6 PM,Pending,
154,"White, Stokes and Herman Hospital",390 Tracy Crescent Suite 599,Sherbrooke,Quebec,U5A 9J8,Canada,450-209-3448,whitestokesandherman@hospital.ca,General,8 AM - 6 PM,Accredited,450-170-0029
155,"Alvarado, Fuller and Diaz Hospital",3997 Cardenas Roads,Montreal,Quebec,K0U 7W0,Canada,418-796-0841,alvaradofulleranddiaz@healthcare.com,General,9 AM - 5 PM,Accredited,450-067-6279
156,Simmons LLC Hospital,3347 Justin Center,Longueuil,Quebec,Z4B 9X3,Canada,514-789-5628,simmonsllc@healthcare.com,Clinic,24/7,Accredited,
157,"Webb, Stevens and Ramos Hospital",06172 Courtney Rue Apt. 827,Granby,Quebec,W7R 5H4,Canada,418-222-5123,webbstevensandramos@medcenter.ca,Specialized,10 AM - 8 PM,Certified,418-157-8582
158,Roberts-Torres Hospital,908 Christopher Inlet,Repentigny,Quebec,F6K 0X2,Canada,418-837-0833,robertstorres@medcenter.ca,General,9 AM - 5 PM,Certified,418-689-8578
159,Key Ltd Hospital,04042 Becky Way Suite 784,Drummondville,Quebec,Q2D 4Y7,Canada,438-526-3716,keyltd@clinic.ca,General,10 AM - 8 PM,Certified,
160,Hurst LLC Hospital,57123 Cole Dale,Montreal,Quebec,H7P 0U7,Canada,438-087-0857,hurstllc@healthcare.com,Specialized,9 AM - 5 PM,Certified,438-840-1571
161,Ellis PLC Hospital,59768 Bryan Fork Suite 769,Montreal,Quebec,K3F 2B4,Canada,450-289-1878,ellisplc@healthcare.com,General,7 AM - 7 PM,Accredited,514-362-7975
162,"Hood, Young and Shah Hospital",950 Brewer Stravenue Suite 236,Beaconsfield,Quebec,P2B 7P9,Canada,418-054-2222,hoodyoungandshah@clinic.ca,Specialized,10 AM - 8 PM,Pending,450-262-0457
163,Gardner PLC Hospital,4402 Teresa Pine Suite 116,Blainville,Quebec,X2N 2C4,Canada,450-963-3441,gardnerplc@medcenter.ca,General,7 AM - 7 PM,Pending,
164,Sanchez-Hall Hospital,8267 Green Mission Suite 293,Longueuil,Quebec,M3K 7P0,Canada,514-417-3728,sanchezhall@healthcare.com,General,10 AM - 8 PM,Pending,438-180-0881
165,Dawson-Gibson Hospital,57319 Dawn Row,Drummondville,Quebec,C0W 0R2,Canada,418-796-5829,dawsongibson@hospital.ca,Specialized,10 AM - 8 PM,Certified,450-482-0223
166,"Ferguson, Bishop and Ortiz Hospital",757 Keith Knolls Suite 477,Sherbrooke,Quebec,J1S 9Z1,Canada,438-375-6672,fergusonbishopandortiz@clinic.ca,General,7 AM - 7 PM,Pending,450-012-7084
167,"Curry, Estrada and Mosley Hospital",39568 Teresa Station Apt. 477,Sherbrooke,Quebec,J6V 9A1,Canada,418-628-1972,curryestradaandmosley@medcenter.ca,Clinic,8 AM - 6 PM,Accredited,418-362-6311
168,Schmidt Ltd Hospital,672 Kelly Divide,Repentigny,Quebec,Y9U 5Q4,Canada,438-636-7563,schmidtltd@healthcare.com,Specialized,8 AM - 6 PM,Accredited,514-607-9521
169,Wilson Group Hospital,802 Palmer Corner Apt. 809,Montreal,Quebec,V5V 4X4,Canada,514-860-2804,wilsongroup@hospital.ca,Clinic,10 AM - 8 PM,Certified,
170,Holland-Graves Hospital,923 Higgins Groves Suite 409,Montreal,Quebec,L2O 3Z5,Canada,438-007-3749,hollandgraves@healthcare.com,Clinic,24/7,Accredited,450-848-9520
171,"Peck, Martinez and Jones Hospital",8822 Hanna Mill Suite 784,Blainville,Quebec,I1R 5W0,Canada,514-127-3597,peckmartinezandjones@medcenter.ca,General,7 AM - 7 PM,Pending,450-210-1353
172,Wolfe Ltd Hospital,279 David Creek,Brossard,Quebec,S1S 3J1,Canada,450-803-2206,wolfeltd@healthcare.com,Clinic,9 AM - 5 PM,Accredited,418-834-3306
173,Blackburn PLC Hospital,91613 Hailey Summit,Longueuil,Quebec,K8M 0Q7,Canada,418-492-2769,blackburnplc@medcenter.ca,General,10 AM - 8 PM,Certified,438-122-9891
174,Estrada-Maxwell Hospital,705 Morales Rue Suite 920,Brossard,Quebec,Y9S 7M7,Canada,450-383-2857,estradamaxwell@medcenter.ca,Clinic,24/7,Pending,418-010-5485
175,"Larson, Trujillo and Peterson Hospital",5297 Cisneros Place Apt. 934,Drummondville,Quebec,H5I 7C7,Canada,514-474-3783,larsontrujilloandpeterson@hospital.ca,General,24/7,Pending,514-395-7784
176,Robertson-Jones Hospital,72982 Randall Village Suite 950,Laval,Quebec,B3T 6R6,Canada,514-034-1805,robertsonjones@healthcare.com,Clinic,9 AM - 5 PM,Pending,418-415-6657
177,Myers-Morgan Hospital,05771 Andre Spring,Drummondville,Quebec,M9D 1U2,Canada,438-428-3836,myersmorgan@hospital.ca,Specialized,24/7,Pending,438-531-9422
178,Mercado-Gordon Hospital,6794 Mark Center,Quebec City,Quebec,M9E 9C7,Canada,514-357-0894,mercadogordon@clinic.ca,Clinic,24/7,Pending,438-547-0700
179,"Mora, Carter and Buchanan Hospital",65738 Snyder Canyon,Montreal,Quebec,P0B 0L5,Canada,450-114-6255,moracarterandbuchanan@medcenter.ca,General,7 AM - 7 PM,Certified,514-938-3615
180,"Curry, Bentley and Herrera Hospital",9676 Nicole Turnpike,Blainville,Quebec,E2A 7G6,Canada,514-397-4675,currybentleyandherrera@clinic.ca,Clinic,9 AM - 5 PM,Certified,
181,"Petersen, Robinson and Deleon Hospital",6474 Anderson Landing Apt. 316,Quebec City,Quebec,J1S 4Z0,Canada,514-444-3618,petersenrobinsonanddeleon@healthcare.com,Clinic,24/7,Certified,450-265-8574
182,Russell-Collins Hospital,4646 Johnson Alley Apt. 019,Beaconsfield,Quebec,W8X 2B2,Canada,450-311-1787,russellcollins@hospital.ca,Clinic,9 AM - 5 PM,Certified,438-203-4010
183,Ramirez-Gibbs Hospital,7151 Denise Mountains Apt. 851,Blainville,Quebec,I1F 4G0,Canada,450-284-2512,ramirezgibbs@clinic.ca,General,7 AM - 7 PM,Pending,450-911-2334
184,Weaver-Williams Hospital,3949 Robinson Streets Suite 069,Drummondville,Quebec,N6V 7U2,Canada,418-740-5905,weaverwilliams@hospital.ca,Specialized,24/7,Accredited,514-023-5323
185,Burke Inc Hospital,7986 Anthony Plaza Suite 486,Drummondville,Quebec,C3Y 4X4,Canada,514-705-1300,burkeinc@healthcare.com,General,9 AM - 5 PM,Pending,
186,Jackson Ltd Hospital,606 Victoria Plaza Apt. 836,Brossard,Quebec,Z3D 1X3,Canada,450-130-7793,jacksonltd@clinic.ca,General,24/7,Certified,438-899-9202
187,Davis Group Hospital,89119 Hall Tunnel,Blainville,Quebec,B3J 5D0,Canada,450-736-6339,davisgroup@healthcare.com,Clinic,9 AM - 5 PM,Accredited,
188,"Adams, Wilcox and Perry Hospital",30793 Eileen Bypass Apt. 541,Trois-Rivières,Quebec,L8F 5E3,Canada,514-605-6013,adamswilcoxandperry@healthcare.com,Clinic,9 AM - 5 PM,Certified,
189,"Martinez, Walker and Daniels Hospital",3373 Wiley Well Apt. 274,Kirkland,Quebec,D6D 1S4,Canada,418-364-2421,martinezwalkeranddaniels@hospital.ca,Clinic,7 AM - 7 PM,Certified,450-149-1525
190,Brown LLC Hospital,5900 Amanda Corners,Quebec City,Quebec,I9R 5I8,Canada,514-233-8903,brownllc@hospital.ca,Specialized,24/7,Pending,
191,"Hughes, Singh and Guerrero Hospital",6871 Mitchell Roads Suite 186,Dorval,Quebec,P8U 0K1,Canada,450-985-3747,hughessinghandguerrero@healthcare.com,General,8 AM - 6 PM,Pending,450-833-9388
192,Davis Inc Hospital,3669 Brandy Via Suite 258,Montreal,Quebec,J9Y 1H4,Canada,418-304-7655,davisinc@healthcare.com,Specialized,7 AM - 7 PM,Accredited,418-479-6506
193,Sanders-Jensen Hospital,58805 Michael Islands,Drummondville,Quebec,L1E 0P0,Canada,514-868-4030,sandersjensen@healthcare.com,General,8 AM - 6 PM,Accredited,438-374-7977
194,Lewis and Sons Hospital,220 Solis Mission Suite 464,Montreal,Quebec,A9T 0Y9,Canada,438-100-6367,lewisandsons@hospital.ca,Specialized,9 AM - 5 PM,Pending,514-436-3439
195,Park PLC Hospital,4353 Miller Meadow,Blainville,Quebec,L6Y 2C7,Canada,438-508-1760,parkplc@hospital.ca,Clinic,10 AM - 8 PM,Accredited,418-866-6949
196,Riddle and Sons Hospital,6684 Jessica Ramp,Longueuil,Quebec,P2N 2Y1,Canada,438-327-1331,riddleandsons@healthcare.com,Clinic,8 AM - 6 PM,Certified,418-807-0021
197,"Gonzales, Thomas and Hancock Hospital",5643 Waters Village,Drummondville,Quebec,V3W 1X8,Canada,450-142-2020,gonzalesthomasandhancock@healthcare.com,Clinic,7 AM - 7 PM,Certified,418-711-5528
198,"Baker, Golden and Smith Hospital",58142 Young Drive Apt. 958,Dollard-Des Ormeaux,Quebec,Z3F 9D4,Canada,438-269-5629,bakergoldenandsmith@medcenter.ca,General,24/7,Certified,450-233-6092
199,Jones Group Hospital,68953 Alexander Burgs,Drummondville,Quebec,B3V 6O3,Canada,450-061-2748,jonesgroup@healthcare.com,Clinic,24/7,Certified,514-821-3795
200,Thomas-Gregory Hospital,041 Ramos Walk Suite 476,Gatineau,Quebec,D8K 2A3,Canada,418-764-6261,thomasgregory@clinic.ca,General,10 AM - 8 PM,Accredited,438-543-5509
201,Smith Inc Hospital,2165 Gary Crossing Apt. 549,Laval,Quebec,H1N 8H7,Canada,514-847-0333,smithinc@clinic.ca,Specialized,10 AM - 8 PM,Pending,514-729-5120
202,"Frazier, Marshall and Hoffman Hospital",5685 Pamela Plains,Brossard,Quebec,I5U 7W0,Canada,450-494-5346,fraziermarshallandhoffman@healthcare.com,Clinic,7 AM - 7 PM,Certified,418-233-3439
203,Watson LLC Hospital,03535 Butler Valley,Gatineau,Quebec,R4L 5A6,Canada,418-486-6567,watsonllc@clinic.ca,Clinic,8 AM - 6 PM,Accredited,418-543-1287
204,"Andersen, Garcia and Hoffman Hospital",6159 Barnett Mills,Montreal,Quebec,P2F 2A4,Canada,514-169-9246,andersengarciaandhoffman@hospital.ca,General,8 AM - 6 PM,Accredited,450-152-9616
205,"Smith, Zimmerman and Evans Hospital",6626 Dickerson Haven Apt. 542,Repentigny,Quebec,J5J 8A5,Canada,514-791-5508,smithzimmermanandevans@healthcare.com,General,10 AM - 8 PM,Pending,418-298-6244
206,"Sparks, King and Howard Hospital",85059 Sharon Place,Gatineau,Quebec,X8Y 9O5,Canada,418-508-7896,sparkskingandhoward@clinic.ca,Clinic,7 AM - 7 PM,Certified,450-320-3099
207,Hall LLC Hospital,6986 Jill Circle,Trois-Rivières,Quebec,O4N 3U5,Canada,514-987-0750,hallllc@clinic.ca,General,8 AM - 6 PM,Certified,
208,Chavez-Brock Hospital,811 Gabriella Avenue,Brossard,Quebec,D9Q 4H1,Canada,514-555-5224,chavezbrock@clinic.ca,Specialized,10 AM - 8 PM,Pending,
209,"Smith, Robinson and Wilson Hospital",34261 Gonzalez Rapid,Gatineau,Quebec,N5B 1L4,Canada,450-847-4309,smithrobinsonandwilson@healthcare.com,Specialized,10 AM - 8 PM,Certified,450-420-2676
210,Cooley-Brown Hospital,747 Jones Cliffs Apt. 467,Granby,Quebec,J0L 1Q8,Canada,450-220-1138,cooleybrown@hospital.ca,General,7 AM - 7 PM,Certified,450-129-1467
211,Wright-Miller Hospital,933 Kelly Fords,Laval,Quebec,I3X 4G2,Canada,418-635-0092,wrightmiller@clinic.ca,Specialized,9 AM - 5 PM,Pending,418-799-9422
212,Goodman Group Hospital,997 Martinez Hills,Brossard,Quebec,M6R 9I8,Canada,514-725-4771,goodmangroup@clinic.ca,Clinic,8 AM - 6 PM,Certified,438-217-7002
213,Brown-Rasmussen Hospital,65470 Ernest Ford Suite 554,Dollard-Des Ormeaux,Quebec,B5P 9I9,Canada,438-454-5799,brownrasmussen@clinic.ca,Specialized,9 AM - 5 PM,Certified,514-735-1391
214,Garrison-Stevens Hospital,24273 Michael Locks Apt. 582,Blainville,Quebec,K7S 9O9,Canada,438-947-1157,garrisonstevens@medcenter.ca,General,24/7,Pending,
215,"Barr, Thomas and Smith Hospital",1900 Daniel Islands Apt. 296,Beaconsfield,Quebec,V5I 5S0,Canada,438-716-8553,barrthomasandsmith@clinic.ca,Clinic,10 AM - 8 PM,Certified,418-240-4863
216,Buck-Arnold Hospital,7987 Jeffrey Causeway,Longueuil,Quebec,Z5G 5Z3,Canada,450-157-4646,buckarnold@hospital.ca,Clinic,10 AM - 8 PM,Certified,438-401-8681
217,"Esparza, Stephenson and Reyes Hospital",50311 Allen Village Suite 646,Gatineau,Quebec,I0Y 7V2,Canada,418-267-0756,esparzastephensonandreyes@healthcare.com,Clinic,8 AM - 6 PM,Accredited,418-910-4924
218,Hopkins PLC Hospital,6876 Gomez Crescent Apt. 905,Granby,Quebec,T7H 6V3,Canada,438-201-0791,hopkinsplc@healthcare.com,General,7 AM - 7 PM,Accredited,514-774-5010
219,"Davis, Gutierrez and Blackwell Hospital",46859 Jacqueline Rest Suite 268,Quebec City,Quebec,L9Z 3A0,Canada,514-979-4340,davisgutierrezandblackwell@healthcare.com,Specialized,9 AM - 5 PM,Accredited,450-710-2920
220,White-Anderson Hospital,57037 Autumn Highway,Brossard,Quebec,Q5U 0S6,Canada,438-476-0104,whiteanderson@medcenter.ca,General,8 AM - 6 PM,Accredited,450-604-6610
221,Moore-Perez Hospital,9493 Jessica Radial Suite 102,Pointe-Claire,Quebec,H4Q 4X2,Canada,418-895-4841,mooreperez@hospital.ca,Specialized,7 AM - 7 PM,Certified,
222,"Williams, Middleton and Mullen Hospital",62342 Miller Highway Apt. 055,Pointe-Claire,Quebec,C2K 3I6,Canada,514-509-7305,williamsmiddletonandmullen@healthcare.com,Clinic,7 AM - 7 PM,Accredited,
223,"Johnson, Hebert and Bennett Hospital",410 Christopher Fall Apt. 863,Drummondville,Quebec,Y2Z 7Z1,Canada,450-780-0825,johnsonhebertandbennett@healthcare.com,Specialized,10 AM - 8 PM,Accredited,514-053-7281
224,Snyder Ltd Hospital,7282 Turner Mountains,Dorval,Quebec,P9L 7H6,Canada,418-534-6662,snyderltd@clinic.ca,General,24/7,Accredited,438-187-2467
225,"Baker, Lee and Stewart Hospital",181 Michael Pines,Granby,Quebec,T5M 8C8,Canada,438-628-7283,bakerleeandstewart@medcenter.ca,General,10 AM - 8 PM,Pending,438-156-6452
226,Andrews LLC Hospital,919 Hernandez Shoal,Laval,Quebec,Z3Y 7U6,Canada,514-890-9826,andrewsllc@hospital.ca,Clinic,10 AM - 8 PM,Pending,438-731-1573
227,"Holder, Carter and Fisher Hospital",327 Rachel Fort Apt. 502,Trois-Rivières,Quebec,O9E 7K5,Canada,450-239-2055,holdercarterandfisher@medcenter.ca,General,9 AM - 5 PM,Accredited,438-632-4848
228,Petty-Moody Hospital,1590 Vaughn Pines Apt. 578,Mascouche,Quebec,H3O 4W7,Canada,450-743-6801,pettymoody@hospital.ca,General,9 AM - 5 PM,Certified,438-581-2034
229,Roberts-Martinez Hospital,63318 Garner Camp,Drummondville,Quebec,W4T 0U7,Canada,438-800-8761,robertsmartinez@hospital.ca,General,10 AM - 8 PM,Pending,418-850-5508
230,"Kelly, Smith and Deleon Hospital",928 Holder Mount Suite 912,Sherbrooke,Quebec,G8Q 2M2,Canada,514-485-3455,kellysmithanddeleon@medcenter.ca,General,9 AM - 5 PM,Certified,438-329-3211
231,Cook Ltd Hospital,88562 Lindsey Grove,Drummondville,Quebec,Z8A 7V3,Canada,418-881-1172,cookltd@medcenter.ca,Clinic,7 AM - 7 PM,Certified,514-958-6449
232,Case-Pierce Hospital,62316 Andrew Port,Kirkland,Quebec,J6W 8S6,Canada,438-000-9820,casepierce@medcenter.ca,Clinic,8 AM - 6 PM,Certified,418-908-6602
233,"Pennington, Cardenas and Fernandez Hospital",54988 Kathryn Coves Apt. 947,Gatineau,Quebec,P4B 4D3,Canada,418-982-7412,penningtoncardenasandfernandez@healthcare.com,Specialized,9 AM - 5 PM,Accredited,
234,Wilson and Sons Hospital,1282 Michael Prairie,Trois-Rivières,Quebec,A3V 0R1,Canada,450-368-0635,wilsonandsons@medcenter.ca,General,24/7,Certified,438-902-5457
235,Campbell Group Hospital,91187 Lucero Parks Suite 161,Montreal,Quebec,J1D 4M4,Canada,450-554-6963,campbellgroup@hospital.ca,General,7 AM - 7 PM,Accredited,514-989-3073
236,"Clarke, Marshall and Lindsey Hospital",1386 Matthew Row Apt. 476,Longueuil,Quebec,I4W 1G2,Canada,514-383-8545,clarkemarshallandlindsey@hospital.ca,Clinic,24/7,Certified,418-329-0429
237,Jones-Smith Hospital,39376 Burke Meadow Suite 856,Pointe-Claire,Quebec,J3L 0L9,Canada,514-982-9012,jonessmith@healthcare.com,Clinic,24/7,Certified,
238,Whitaker-Myers Hospital,0088 Amy Roads,Dollard-Des Ormeaux,Quebec,Y3K 6R5,Canada,418-895-6228,whitakermyers@clinic.ca,Clinic,7 AM - 7 PM,Accredited,418-993-5034
239,Singh-Cowan Hospital,5116 Shawna Meadows Apt. 905,Gatineau,Quebec,I9B 5E2,Canada,450-344-3670,singhcowan@clinic.ca,Clinic,24/7,Pending,
240,"Hansen, Smith and Guzman Hospital",5371 Wright Wells Suite 587,Montreal,Quebec,D1X 8A0,Canada,438-367-2204,hansensmithandguzman@medcenter.ca,Clinic,8 AM - 6 PM,Certified,450-086-2976
241,Peters Inc Hospital,9388 Mendez Circle,Sherbrooke,Quebec,G5J 9X0,Canada,438-371-6336,petersinc@healthcare.com,Specialized,24/7,Pending,514-840-1065
242,Haas-Tanner Hospital,7413 Lauren Parkway Suite 909,Mascouche,Quebec,A8U 4Y3,Canada,514-272-4075,haastanner@healthcare.com,Clinic,10 AM - 8 PM,Pending,
243,Vasquez-Love Hospital,65661 Zuniga Lodge Apt. 634,Mascouche,Quebec,Q1O 7R2,Canada,418-166-4720,vasquezlove@clinic.ca,General,8 AM - 6 PM,Accredited,438-940-8582
244,Jenkins Group Hospital,294 Donald Corner,Pointe-Claire,Quebec,P1F 2V2,Canada,418-868-9628,jenkinsgroup@medcenter.ca,General,7 AM - 7 PM,Certified,450-689-3714
245,Lester-Nelson Hospital,4297 Fuller Overpass Suite 779,Pointe-Claire,Quebec,G3T 9X5,Canada,514-536-6489,lesternelson@healthcare.com,Specialized,8 AM - 6 PM,Pending,438-903-9038
246,Choi PLC Hospital,67717 Vega Crescent,Granby,Quebec,Y6N 6D2,Canada,438-770-5623,choiplc@healthcare.com,General,7 AM - 7 PM,Certified,418-637-7809
247,Rios and Sons Hospital,720 Courtney Road,Kirkland,Quebec,W5O 2N4,Canada,418-700-1329,riosandsons@medcenter.ca,Clinic,7 AM - 7 PM,Certified,
248,Park-Marquez Hospital,4343 Elizabeth Stravenue,Laval,Quebec,K3M 0U4,Canada,418-062-9687,parkmarquez@hospital.ca,Specialized,7 AM - 7 PM,Accredited,
249,"Castro, Mendoza and Harrison Hospital",55617 Perez Motorway,Longueuil,Quebec,Z4E 4S8,Canada,418-816-7780,castromendozaandharrison@healthcare.com,Specialized,24/7,Accredited,438-871-2840
250,Turner-Johnson Hospital,52278 Marshall Lights,Dollard-Des Ormeaux,Quebec,A7M 6X8,Canada,514-287-0685,turnerjohnson@medcenter.ca,Clinic,8 AM - 6 PM,Pending,514-040-3543
251,Griffin-Thompson Hospital,82066 Michael Forges Suite 384,Kirkland,Quebec,N5J 8L6,Canada,514-386-6592,griffinthompson@healthcare.com,Specialized,9 AM - 5 PM,Accredited,450-485-6662
252,Hood Group Hospital,62817 Davis Turnpike,Beaconsfield,Quebec,L1J 3F4,Canada,438-213-2066,hoodgroup@hospital.ca,Clinic,8 AM - 6 PM,Certified,418-643-6106
253,Stephens and Sons Hospital,0534 Santiago Parks,Blainville,Quebec,B5C 6F3,Canada,450-161-8342,stephensandsons@hospital.ca,General,10 AM - 8 PM,Certified,418-296-0285
254,Hall LLC Hospital,48604 Lozano Pass,Quebec City,Quebec,F2Z 7O7,Canada,418-328-5502,hallllc@healthcare.com,Clinic,8 AM - 6 PM,Accredited,
255,Jones-Santos Hospital,269 Oneal Plain Suite 131,Quebec City,Quebec,K4S 5R5,Canada,514-230-6937,jonessantos@hospital.ca,General,24/7,Accredited,450-814-5011
256,Wood Group Hospital,839 Stephanie Path Suite 384,Dollard-Des Ormeaux,Quebec,J6W 3L8,Canada,450-211-3078,woodgroup@clinic.ca,General,7 AM - 7 PM,Certified,418-937-4496
257,Jarvis LLC Hospital,9385 Nelson Crossroad Suite 294,Mascouche,Quebec,P8V 2E7,Canada,514-831-9672,jarvisllc@healthcare.com,Clinic,24/7,Accredited,438-433-0029
258,Sherman LLC Hospital,17400 Nixon Cape,Brossard,Quebec,D0W 6P2,Canada,450-535-9568,shermanllc@healthcare.com,Clinic,9 AM - 5 PM,Certified,514-830-2700
259,"Dickerson, Lee and Hughes Hospital",31390 Kevin Creek Apt. 985,Quebec City,Quebec,M0D 7P8,Canada,450-517-3865,dickersonleeandhughes@clinic.ca,General,10 AM - 8 PM,Accredited,
260,Buck Inc Hospital,2657 Kelly Mews Suite 553,Brossard,Quebec,X1W 4O5,Canada,418-863-6362,buckinc@clinic.ca,General,24/7,Pending,438-435-8600
261,Wong-Butler Hospital,941 Hood Crest Suite 666,Granby,Quebec,Y7Z 1K8,Canada,418-216-1076,wongbutler@clinic.ca,Clinic,9 AM - 5 PM,Certified,514-409-1747
262,"Johnson, Johnson and Boyer Hospital",7054 Michael Crescent,Repentigny,Quebec,D1V 2B8,Canada,418-471-6411,johnsonjohnsonandboyer@hospital.ca,General,7 AM - 7 PM,Pending,514-461-5023
263,"Anderson, Lopez and Rodriguez Hospital",3815 Morrow Club,Gatineau,Quebec,J3E 8T1,Canada,418-915-7833,andersonlopezandrodriguez@clinic.ca,Clinic,7 AM - 7 PM,Certified,
264,Munoz Inc Hospital,02032 Joshua Plaza,Drummondville,Quebec,X9T 4U6,Canada,514-675-9496,munozinc@medcenter.ca,Clinic,24/7,Certified,438-954-0596
265,"Rivera, Lucero and Dorsey Hospital",84398 Barnes Square Apt. 516,Montreal,Quebec,D9V 2O9,Canada,438-875-7725,riveraluceroanddorsey@clinic.ca,Specialized,8 AM - 6 PM,Accredited,438-662-1285
266,Miles Inc Hospital,374 Greer Bypass Apt. 327,Montreal,Quebec,W9M 3P6,Canada,438-449-0502,milesinc@hospital.ca,Specialized,24/7,Pending,438-426-6062
267,Brown-Adams Hospital,7704 Smith Mountains Suite 707,Blainville,Quebec,H5Q 2V7,Canada,450-158-8035,brownadams@medcenter.ca,General,24/7,Pending,514-046-5194
268,Li-Shea Hospital,339 Long Rest,Mascouche,Quebec,G0B 0F8,Canada,514-774-2988,lishea@clinic.ca,Clinic,24/7,Certified,418-925-6722
269,Kelly Group Hospital,5946 Mark Hills Apt. 220,Brossard,Quebec,I8O 1Q6,Canada,418-398-6292,kellygroup@medcenter.ca,Specialized,9 AM - 5 PM,Pending,438-418-3697
270,Baker Inc Hospital,4174 Lyons Crossing Suite 389,Gatineau,Quebec,O2M 1S7,Canada,450-870-8702,bakerinc@clinic.ca,General,10 AM - 8 PM,Accredited,514-756-7878
271,"Sandoval, Hernandez and Serrano Hospital",21962 Valerie Causeway,Laval,Quebec,Y4G 4Q8,Canada,438-206-7516,sandovalhernandezandserrano@healthcare.com,Specialized,24/7,Certified,450-051-5143
272,Shaw-Larsen Hospital,6487 Robin Courts,Gatineau,Quebec,U4W 1Z0,Canada,450-431-9429,shawlarsen@clinic.ca,Clinic,9 AM - 5 PM,Pending,514-551-7341
273,Medina LLC Hospital,9897 Schneider Ways Suite 263,Brossard,Quebec,P2U 8L4,Canada,450-857-9130,medinallc@clinic.ca,Clinic,24/7,Pending,438-650-4997
274,Roy-Rush Hospital,644 Robin Haven,Repentigny,Quebec,J5X 5L8,Canada,418-063-5659,royrush@hospital.ca,Clinic,24/7,Accredited,
275,"Patel, Zavala and Kim Hospital",322 Adams Summit,Blainville,Quebec,F4C 9I4,Canada,450-526-3699,patelzavalaandkim@healthcare.com,Clinic,7 AM - 7 PM,Accredited,
276,"Montgomery, Smith and Mercer Hospital",1055 Martin Forest,Trois-Rivières,Quebec,Z8N 8Y1,Canada,438-452-0269,montgomerysmithandmercer@healthcare.com,Clinic,10 AM - 8 PM,Pending,
277,Day Group Hospital,22620 Stevens Tunnel,Pointe-Claire,Quebec,Q1Y 5S0,Canada,418-277-2085,daygroup@healthcare.com,General,9 AM - 5 PM,Accredited,514-614-9909
278,Medina-Lucas Hospital,7895 Kristine Fords,Brossard,Quebec,G0X 1N5,Canada,514-041-4011,medinalucas@clinic.ca,Clinic,9 AM - 5 PM,Certified,
